key;sentence_ja;sentence_fr;sort
支える[ささえる];そのドラマは 原作[げんさく]と 違[ちが]っている。;Ce drama diffère de l'histoire originale.;2020
家賃[やちん];ここの 家賃[やちん]は１２ 万[まん] 円[えん]です。;Ici, le loyer est de 120 000 yens.;2022
不斗[ふと];ふと 昔[むかし]の 事[こと]を 思[おも]い 出[だ]したんだ。;Je me suis soudainement souvenu du passé.;2030
現れる[あらわれる];雲[くも]の 間[あいだ]から 太陽[たいよう]が 現[あらわ]れました。;Le soleil apparut entre les nuages.;2032
誘う[さそう];彼女[かのじょ]をデートに 誘[さそ]った。;J'ai invité la fille à un rendez-vous.;2034
ずっと;父[ちち]は 休[やす]みの 日[ひ]はずっとテレビを 見[み]ている。;Mon père passe ses jours de repos à regarder la télévision tout le temps.;2037
秒[びょう];コウイチにラインしたら秒で返事きてわらえた。;J'ai envoyé un message LINE à Koichi et il m'a répondu en une seconde. Cela m'a fait rire.;2046
宇宙[うちゅう];宇宙[うちゅう]の 謎[なぞ]は 限[かぎ]りなく 大[おお]きいの。;Les mystères de l'univers sont infiniment profond.;2047
収入[しゅうにゅう];日本人[にほんじん]の 平均[へいきん] 収入[しゅうにゅう]はどのくらいですか。;Quel est le revenu moyen au Japon ?;2048
再び[ふたたび];そのようなことが再[ふたた]び 起[お]こりうるだろうか。;Une telle chose peut-elle se reproduire?;2050
困難[こんなん];困難にあってもあきらめてはいけないよ。;N'abandonnez pas même lorsque c'est difficile.;2051
金額[きんがく];買[か]い 物[もの]の 金額[きんがく]を 教[おし]えてください。;Veuillez me dire le montant des achats.;2054
観察[かんさつ];花[はな]の 成長[せいちょう]を 観察[かんさつ]して 日記[にっき]を 書[か]きなさい。;Observez le développement de la fleur et notez-le dans votre journal.;2060
持ち上げる[もちあげる];吉雄は私がその箱を持ち上げるのを手伝ってくれた。;Yoshio m'a aidé à soulever le carton.;2062
悪口[わるくち];人[ひと]の 悪口[わるぐち]を 言[い]うのは、やめよう。;Arrêtons de dire du mal des gens. Il ne dit jamais du mal des gens.;2063
閉じる[とじる];教科書[きょうかしょ]を 閉[と]じてください。;Veuillez fermer votre manuel.;2067
影響[えいきょう];私[わたし]は 彼[かれ]から 大[おお]きな 影響[えいきょう]を 受[う]けました。;J'ai été profondément influencé par lui.;2076
被る[かぶる];帽子[ぼうし]を 被[かぶ]って 出[で]かけました。;J'ai mis un chapeau et je suis sorti.;2077
恐怖[きょうふ];こんな恐怖は経験したことがない。;Je n'ai jamais éprouvé une telle peur.;2081
転ぶ[ころぶ];お 祖母[ばあ]ちゃんがお 風呂場[ふろば]で 転[ころ]んだ。;Ma grand-mère est tombée dans la salle de bains.;2084
組織[そしき];この会議はうまく組織されていません。;Cette réunion n'est pas bien organisée.;2087
賛成[さんせい];私[わたし]は 彼[かれ]の 意見[いけん]に 賛成[さんせい]だ。;Je suis d'accord avec son opinion.;2089
管理[かんり];このセンターで工場全体を管理しています。;Ce centre gère l'ensemble de l'usine.;2092
詳しい[くわしい];もっと 詳[くわ]しく 説明[せつめい]してください。;Veuillez l'expliquer plus en détail.;2094
捕まる[つかまる];警察に捕まるような恐れがあるのですか。;Avez-vous peur de vous faire prendre par la police ?;2098
はあ;・・・はぁ、どう 状況[じょうきょう]を 受け止[うけと]めればいいのかしら。;... Aaah, juste comment suis-je censé faire face à cela, je me le demande?;2101
波[なみ];今日[きょう]の 海[うみ]は 波[なみ]が 高[たか]いです。;Les vagues de la mer sont hautes aujourd'hui.;2103
会合[かいごう];私たちの会合が開かれるのはこの部屋でです。;Notre réunion se tiendra dans cette salle.;2104
カード;買[か]いものはカードでお 願[ねが]いします。;Veuillez payer vos courses par carte de crédit.;2105
会員[かいいん];彼女[かのじょ]はクラブの 会員[かいいん]です。;Elle est membre du club.;2106
成績[せいせき];成績[せいせき]が 上[あ]がりました。;Les notes ont augmenté.;2109
女王[じょおう];それは、女王のいすです。;C'est le fauteuil de la reine.;2111
優れる[すぐれる];彼は非常に優れた選手です。;Il est un joueur extrêmement talentueux.;2112
入場[にゅうじょう];せんしゅ の にゅうじょう です;Les athlètes défileront.;2113
ちゃんと;朝食[ちょうしょく]はちゃんと食[た]べましたか。;Avez-vous pris un bon petit déjeuner ?;2114
城[しろ];今回[こんかい]の 旅行[りょこう]ではヨーロッパの 城[しろ]を 見[み]て 回[まわ]ります。;Je vais visiter quelques châteaux européens lors de ce voyage.;2118
決心[けっしん];今度[こんど]こそタバコをやめる決心[けっしん]をしました。;Je suis déterminé à arrêter de fumer cette fois.;2129
化粧[けしょう];彼女[かのじょ]は 化粧[けしょう]が 上手[うま]い。;Elle est douée en maquillage.;2131
ビール;夏[なつ]はビールがとても 美味[おい]しい。;La bière a vraiment un bon goût en été.;2133
通り過ぎる[とおりすぎる];私[わたし]はその 暗[くら]い 道[みち]を 通[とおりす]り 過[か]ぎた。;Je suis passé dans la rue sombre.;2134
一回[いっかい];もう一回、言ってください。;S'il vous plaît, dites-le une fois de plus.;2138
チーム;彼[かれ]はチームの 一員[いちいん]です。;Il est membre de l'équipe.;2144
伺う[うかがう];お 話[はな]しを 伺[うかが]いたいのですが。;Je veux entendre votre histoire.;2146
家具[かぐ];家具[かぐ]の 配置[はいち]を 変[か]えました。;J'ai changé la disposition des meubles.;2158
袋[ふくろ];袋[ふくろ]は 要[い]りません。;Le sac n'est pas nécessaire.;2169
噂[うわさ];その 噂[うわさ]は 本当[ほんとう]ですか。;La rumeur est-elle vraie ?;2172
ワイン;ワインを 少[すこ]し 飲[の]みました。;J'ai bu un peu de vin.;2176
ゲーム;私[わたし]たちはビデオゲームをした。;Nous avons joué à un jeu vidéo.;2188
暮らし[くらし];彼女[かのじょ]は 毎日[まいにち]の 暮[く]らしを 楽[たの]しんでいますね。;Elle profite de sa vie quotidienne.;2191
判断[はんだん];アルコールを飲むと、判断力がなくなる。;Quand on boit de l’alcool, la capacité de jugement disparaît.;2192
奪う[うばう];その 男[おとこ]は 彼女[かのじょ]のバッグを 奪[うば]ったぞ。;L'homme a volé son sac.;2199
集まり[あつまり];ごく 内輪[うちわ]の 集[あつ]まりなのです。;C'est une réunion plutôt informelle.;2205
明かり[あかり];へや の あかり を つけましょう;Allumons la lumière de la pièce. Il n'y avait qu'une petite bougie dans la pièce.;2218
ボール;彼[かれ]はボールを 投[な]げた。;Il a lancé la balle.;2221
サービス;この 店[みせ]はサービスがいい。;Dans ce magasin, le service est bon.;2226
強盗[ごうとう];父[ちち]は 強盗[ごうとう]と 取っ組み合[とっくみあ]いをした。;Mon père s'est battu contre le voleur.;2233
愛[あい];これまでに男の人を愛したことがありますか。;Avez-vous déjà aimé un homme ?;2234
設備[せつび];この 研究所[けんきゅうじょ]には 最新[さいしん]の 設備[せつび]が 揃[そろ]っています。;Ce laboratoire dispose des équipements les plus récents.;2235
価値[かち];とても 価値[かち]のある 話[はなし]を 聞[き]いたよ。;J'ai entendu une histoire méritante.;2236
孫[まご];昨日[きのう]、 孫[まご]が 生[う]まれました。;Mon petit-fils est né hier.;2238
奥様[おくさま];社長[しゃちょう]の 奥様[おくさま]はきれいな 方[かた]です。;La femme du président est une belle femme.;2240
引退[いんたい];好[す]きなラグビー 選手[せんしゅ]が 引退[いんたい]してしまった。;L'un des joueurs de rugby que j'aimais a pris sa retraite.;2242
休暇[きゅうか];今度[こんど]の 休暇[きゅうか]にフィリピンに 行[い]きます。;Je vais aux Philippines pour mes prochaines vacances.;2246
汗[あせ];彼[かれ]は 額[ひたい]に 汗[あせ]をかいていたの。;Son front était en sueur.;2248
まあ;まあこれでいいだろう。;Eh bien, cela ira, je suppose.;2249
悪戯[いたずら];その 子[こ]は悪戯[いたずら]が 大[だい]好[す]きだ。;Ce gamin adore jouer des tours.;2253
燃える[もえる];山[やま]が 燃[も]えています。;La montagne est en train de brûler !;2255
ダンス;彼女[かのじょ]はダンスが 大好[だいす]きです。;Elle adore danser.;2256
成功[せいこう];あなたのプロジェクトの成功を願っています。;Je vous souhaite du succès dans votre projet.;2260
避ける[さける];彼女[かのじょ]は 昨日[きのう]から 私[わたし]のことを 避[さ]けているようなんだ。;Elle semble m'avoir évité depuis hier.;2263
種[たね];プランターにトマトの種[たね]を 蒔[ま]きました 。;J'ai planté des graines de tomates dans la jardinière.;2264
依頼[いらい];イラストレーターに、 絵[え]を 描[えが]くように依頼[いらい]しました。;J'ai demandé à l'illustrateur de me faire un dessin.;2265
詰める[つめる];かばんに 荷物[にもつ]を 詰[つ]めました。;J'ai emballé mes affaires dans le sac.;2268
通信[つうしん];弟は通信で勉強しています。;Mon jeune frère étudie par correspondance.;2272
恐れる[おそれる];かれ は じゅけん の しっぱい を おそれて います;Il s'inquiète d'échouer à l'examen. Je n'ai peur de rien sauf de devenir aveugle.;2273
管理人[かんりにん];"マンション[;a] に は いつも[;a] 管理人[かんりにん;h,n3] さん が います[,います;k2] 。";Il y a toujours un gardien dans mon immeuble en copropriété.;2274
署名[しょめい];書類をよく読んで、署名をしてください。;Veuillez lire attentivement le document et le signer.;2276
セット;このメニューはサラダと 飲[の]み 物[もの]がセットになっています。;Pour ce menu, une salade et une boisson deviennent un ensemble.;2280
きつい;このシャツは 少[すこ]しきついです。;Cette chemise est un peu serré.;2285
頂上[ちょうじょう];富士山の頂上は夏でさえ寒い。;Le sommet du mont Fuji est froid même en été.;2286
適度[てきど];健康[けんこう]のため、 適度[てきど]な 運動[うんどう]が 必要[ひつよう]です。;De léger exercices modéré sont nécessaires pour votre santé.;2288
熱中[ねっちゅう];彼女は今テニスに熱中している。;Elle est vraiment passionnée de tennis en ce moment.;2291
入力[にゅうりょく];名前を入力して。;Veuillez saisir votre nom.;2295
契約[けいやく];その 選手[せんしゅ]は 新[あたら]しいチームと 契約[けいやく]した。;Le joueur a signé un contrat avec une nouvelle équipe.;2298
ビデオ;私[わたし]はその 番組[ばんぐみ]をビデオに 撮[と]った。;J'ai enregistré ce programme en vidéo.;2299
金属[きんぞく];アルミニウムは金属の一種です。;L'aluminium est un type de métal.;2300
速い[はやい];かれ は はしる の が はやい;Il court vite.;2304
