人[ひと];彼[かれ]は 優[やさ]しい 人[ひと]です。
生存[せいぞん];乗客[じょうきゃく]は 全員[ぜんいん]生存[せいぞん]しています。
停止[ていし];突然[とつぜん]機械[きかい]が 停止[ていし]してしまったの。
地点[ちてん];もうすぐ 目標[もくひょう]の 地点[ちてん]に 到達[とうたつ]します。
対立[たいりつ];その 二社[にしゃ]は 対立[たいりつ]しています。
転がる[ころがる];猫[ねこ]は 砂[すな]の 上[うえ]で 転[ころ]がったんだ。
突っ込む[つっこむ];ポケットに 財布[さいふ]を 突[つ]っ 込[こ]んじゃった。
子孫[しそん];彼[かれ]は 織田信長[おだのぶなが]の 子孫[しそん]だよ。
通路[つうろ];通路[つうろ]の 右側[みぎがわ]にトイレがありますよ。
見下ろす[みおろす];山[やま]の 頂上[ちょうじょう]から 麓[ふもと]を 見下[みお]ろしたの。
低下[ていか];最近[さいきん]教育[きょういく]レベルが 低下[ていか]しています。
性別[せいべつ];出席者[しゅっせきしゃ]を 性別[せいべつ]で 分[わ]けてください。
組み合わせ[くみあわせ];色[いろ]の 組み 合[くみあ]わせで 印象[いんしょう]が 変[か]わりますよ。
固まる[かたまる];もうプリンは 固[かた]まったかな。
役所[やくしょ];役所[やくしょ]で 住民票[じゅうみんひょう]をもらってきた。
テーマ;講演[こうえん]のテーマは 何[なん]ですか。
期限[きげん];期限[きげん]までに 申[もう]し 込[こ]みました。
夜間[やかん];夜間[やかん]は 裏口[うらぐち]から 入[はい]ってください。
油断[ゆだん];少[すこ]しの 油断[ゆだん]が 大[おお]きな 事故[じこ]に 繋[つな]がります。
暴れる[あばれる];彼[かれ]は 悪酔[わるよ]いして 暴[あば]れたんだ。
怪しい[あやしい];その 男[おとこ]の 行動[こうどう]は 怪[あや]しかったわ。
爪[つめ];爪[つめ]が 伸[の]びています。
表紙[ひょうし];その 人気[にんき]アイドルが 今月[こんげつ]の 表紙[ひょうし]だよ。
大層[たいそう];彼[かれ]は 大層[たいそう]喜[よろこ]んでいました。
引き返す[ひきかえす];今[いま]引き 返[ひきかえ]すことは、 遅[おそ]すぎる。
私立[しりつ];私立[しりつ]の 大学[だいがく]は 学費[がくひ]が 高[たか]い。
立ち止まる[たちどまる];人々[ひとびと]は 立ち 止[たちど]まって 上[うえ]を 見上[みあ]げたの。
仲良し[なかよし];あの 三人組[さんにんぐみ]は 仲良[なかよ]しですね。
潰す[つぶす];ペットボトルは 潰[つぶ]して 捨[す]てましょう。
帰す[かえす];学校[がっこう]は 生徒達[せいとたち]を 午前中[ごぜんちゅう]に 帰[かえ]したね。
合同[ごうどう];三社[さんしゃ]合同[ごうどう]で 新作[しんさく]の 発表会[はっぴょうかい]を 開[ひら]きました。
頼もしい[たのもしい];彼[かれ]は 頼[たの]もしい 人[ひと]です。
果たして[はたして];果たして 彼[かれ]は 現[あらわ]れるだろうか。
改める[あらためる];彼[かれ]は 悪[わる]い 習慣[しゅうかん]を 改[あらた]めようとしているわね。
有難い[ありがたい];彼[かれ]の 助[たす]けは 本当[ほんとう]にありがたいな。
方角[ほうがく];私[わたし]と 彼[かれ]は 帰[かえ]る 方角[ほうがく]が 同[おな]じです。
区切る[くぎる];フロアはパーティションで 区切[くぎ]られています。
人差し指[ひとさしゆび];彼女[かのじょ]は 人差し 指[ひとさしゆび]を 怪我[けが]したの。
主役[しゅやく];彼[かれ]は 学校[がっこう]の 劇[げき]で 主役[しゅやく]に 選[えら]ばれたよ。
シリーズ;このシリーズは ５０話[わ]もあるそうよ。
揃う[そろう];朝[あさ]は 家族[かぞく]全員[ぜんいん]がそろって 食事[しょくじ]します。
待ち合わせる[まちあわせる];彼[かれ]と 新宿[しんじゅく]で 待[ま]ち 合[あ]わせました。
開放[かいほう];その 国[くに]は 市場[しじょう]の 開放[かいほう]を 求[もと]められているの。
意地悪[いじわる];彼[かれ]は 時々[ときどき]意地悪[いじわる]な 質問[しつもん]をする。
混ざる[まざる];水[みず]と 油[あぶら]は 混[ま]ざりません。
強気[つよき];彼女[かのじょ]は 強気[つよき]な 女性[じょせい]ですね。
寄越す[よこす];父[ちち]が 長[なが]い 手紙[てがみ]を 寄越[よこ]したよ。
引っ掛かる[ひっかかる];魚[さかな]の 骨[ほね]が 喉[のど]に 引[ひ]っ 掛[か]かった。
無数[むすう];宇宙[うちゅう]には 無数[むすう]の 星[ほし]があります。
目下[めした];彼[かれ]は 目下[めした]の 者[もの]にも 優[やさ]しいんだ。
懐かしい[なつかしい];ここは 私[わたし]にとって 懐[なつ]かしい 場所[ばしょ]です。
間もなく[まもなく];間もなく 開演[かいえん]です！
潰れる[つぶれる];箱[はこ]の 角[かど]が 潰[つぶ]れていますよ。
申し訳ない[もうしわけない];彼[かれ]には 申[もう]し 訳[わけ]ないことをした。
近々[ちかぢか];それについては、 近々[ちかぢか]発表[はっぴょう]があると 思[おも]いますよ。
写る[うつる];このカメラはよく 写[うつ]りますよ。
王女[おうじょ];王子[おうじ]は、 王女[おうじょ]の 美[うつく]しさにうっとりしました。
挟む[はさむ];ドアに 指[ゆび]を 挟[はさ]んだ。
溶ける[とける];暑[あつ]さでアイスクリームが 溶[と]けてしまった。
バランス;栄養[えいよう]バランスのいい 食事[しょくじ]をしよう。
早口[はやくち];彼女[かのじょ]は 早口[はやくち]だ。
感激[かんげき];感激[かんげき]して 泣[な]いてしまいました。
日差し[ひざし];今日[きょう]は 日差[ひざ]しが 強[つよ]いですね。
用途[ようと];この 道具[どうぐ]の 用途[ようと]を 説明[せつめい]します。
通訳[つうやく];私[わたし]は 通訳[つうやく]です。
並行[へいこう];複数[ふくすう]の 言語[げんご]を 並行[へいこう]して 勉強[べんきょう]することは、ひとつだけを 学習[がくしゅう]するよりも 効率的[こうりつてき]だと 聞[き]いたことがあります。
仲直り[なかなおり];喧嘩[けんか]した 友達[ともだち]と 仲直[なかなお]りしました。
思い付く[おもいつく];彼[かれ]は 名案[めいあん]を 思[おも]いついたの。
モデル;彼女[かのじょ]はこの 小説[しょうせつ]の 主人公[しゅじんこう]のモデルです。
消毒[しょうどく];足[あし]の 傷[きず]を 消毒[しょうどく]したわ。
溜まる[たまる];彼[かれ]はストレスが 溜[た]まっているの。
中指[なかゆび];中指[なかゆび]をドアに 挟[はさ]んでしまった。
着替え[きがえ];着替[きが]えを 旅行[りょこう]カバンに 詰[つ]めたよ。
目次[もくじ];読[よ]みたい 章[しょう]を 目次[もくじ]で 探[さが]しました。
埋める[うめる];庭[にわ]に 穴[あな]を 掘[ほ]ってそれを 埋[う]めました。
時速[じそく];新幹線[しんかんせん]の 最高[さいこう]時速[じそく]は 三百[さんびゃく]キロです。
独り言[ひとりごと];彼女[かのじょ]はいつも 独[ひと]り 言[ごと]を 言[い]うんだ。
耐える[たえる];このビルは 大地震[おおじしん]に 耐[た]えられるでしょうか。
狙い[ねらい];彼女[かのじょ]の 狙[ねら]いは 教師[きょうし]になることである。
引き止める[ひきとめる];帰[かえ]ろうとする 友達[ともだち]を 引[ひ]き 止[と]めたんだ。
全般[ぜんぱん];彼[かれ]は 植物[しょくぶつ]全般[ぜんぱん]に 詳[くわ]しいね。
片付く[かたづく];仕事[しごと]がだいぶ 片付[かたづ]いた。
予備[よび];旅行[りょこう]には 予備[よび]の 靴[くつ]を 持[も]っていきます。
手洗い[てあらい];風邪[かぜ]をひかないように 手洗[てあら]いとうがいをしましょう。
小指[こゆび];小指[こゆび]を 切[き]ってしまいました。
募集[ぼしゅう];私[わたし]の 会社[かいしゃ]で 社員[しゃいん]を 募集[ぼしゅう]しています。
除く[のぞく];部長[ぶちょう]を 除[のぞ]く 全員[ぜんいん]が 土曜日[どようび]も 働[はたら]いた。
弱点[じゃくてん];彼[かれ]の 弱点[じゃくてん]はスタミナが 足[た]りないところです。
祝日[しゅくじつ];五月[ごがつ]三日[みっか]は 祝日[しゅくじつ]だ。
取り消す[とりけす];ホテルの 予約[よやく]を 取[と]り 消[け]したよ。
名所[めいしょ];ここは 桜[さくら]の 名所[めいしょ]です。
反映[はんえい];新型車[しんがたしゃ]に 研究[けんきゅう]の 成果[せいか]が 反映[はんえい]されています。
見かけ[みかけ];彼[かれ]は 見[み]かけによらず 優[やさ]しいね。
先祖[せんぞ];神道[しんとう]では 先祖[せんぞ]を 大切[たいせつ]にします。
防止[ぼうし];警察[けいさつ]は 犯罪[はんざい]の 防止[ぼうし]に 努[つと]めています。
真っ暗[まっくら];外[そと]は 真[ま]っ 暗[くら]です。
書店[しょてん];駅前[えきまえ]に 新[あたら]しい 書店[しょてん]ができました。
体系[たいけい];勤務[きんむ]の 体系[たいけい]を 見直[みなお]すことにしました。
迫る[せまる];締切[しめきり]が 迫[せま]っています。
判子[はんこ];ここに 判子[はんこ]を 押[お]してください。
中世[ちゅうせい];彼女[かのじょ]は 中世[ちゅうせい]の 音楽[おんがく]が 好[す]きです。
公式[こうしき];今後[こんご]の 方針[ほうしん]が 公式[こうしき]に 発表[はっぴょう]されました。
基準[きじゅん];相手[あいて]のきじゅん 基準[きじゅん]を 受[う]け 入[い]れるのは、その 相手[あいて]のちから 力[ちから]に 服従[ふくじゅう]することだ。
荒い[あらい];彼[かれ]は 金遣[かねづか]いが 荒[あら]いな。
目覚まし[めざまし];目覚[めざ]ましにコーヒーを 飲[の]んだの。
遠足[えんそく];明日[あす]は 遠足[えんそく]で 動物園[どうぶつえん]に 行[い]きます。
限度[げんど];物事[ものごと]には 限度[げんど]があります。
中途[ちゅうと];私[わたし]は 中途[ちゅうと]採用[さいよう]で 入社[にゅうしゃ]しました。
一昨年[いっさくねん];大学[だいがく]卒業[そつぎょう]は 一昨年[いっさくねん]です。
ピンク;娘[むすめ]がピンクのドレスを 着[き]ている。
形式[けいしき];書類[しょるい]は 形式[けいしき]を 守[まも]って 作[つく]ってください。
応用[おうよう];このレシピは 色々[いろいろ]応用[おうよう]できます。
パターン;彼女[かのじょ]の 行動[こうどう]パターンは 興味深[きょうみぶか]いな。
バンド;きついバンドはけつえき 血液[けつえき]のじゅんかん 循環[じゅんかん]をさまた 妨[さまた]げる。
純粋[じゅんすい];子供[こども]の 純粋[じゅんすい]な 心[こころ]を 傷[きず]つけてはいけません。
小遣い[こづかい];おじいちゃんにお 小遣[こづか]いをもらったよ。
製作[せいさく];この 映画[えいが]は 香港[ほんこん]で 製作[せいさく]されました。
殴る[なぐる];彼[かれ]は 思[おも]わず 友人[ゆうじん]を 殴[なぐ]ったの。
