人[ひと];彼[かれ]は 優[やさ]しい 人[ひと]です。
何[なん];質問[しつもん]は 何[なん]ですか。
見る[みる];私[わたし]は 絵[え]を 見[み]るのが 好[す]きです。
何[なに];この 学生[がくせい]は 何[なに]を 書[か]きましたか。
言う[いう];課長[かちょう]は「 一杯[いっぱい] 飲[の]みましょう」と 言[い]った。
今[いま];父[ちち]は 今[いま]テレビを 見[み]ている。
一[いち];一時[いちじ]です。
一人[ひとり];私[わたし]は 一人[ひとり]で 公園[こうえん]を 散歩[さんぽ]しました。
二人[ふたり];今日[きょう]は 妻[つま]と 二人[ふたり]で 食事[しょくじ]をします。
今日[きょう];今日[きょう]は 仕事[しごと]がありません。
行く[いく];タクシーで 病院[びょういん]に 行[い]った。
出る[でる];今朝[けさ]は 早[はや]く 家[いえ]を 出[で]ました。
分かる[わかる];質問[しつもん]の 意味[いみ]は 分[わ]かりましたか。
大きい[おおきい];あの 大[おお]きい 建物[たてもの]は 何[なん]ですか。
私[わたし];私[わたし]が 行[い]きましょう。
来る[くる];彼[かれ]は 昼過[ひるす]ぎに 来[き]ます。
言葉[ことば];この 言葉[ことば]の 意味[いみ]が 分[わ]かりません。
出す[だす];猫[ねこ]を 外[そと]に 出[だ]した？
一番[いちばん];冬[ふゆ]は 私[わたし]の 一番[いちばん] 好[す]きな 季節[きせつ]です。
見せる[みせる];その 写真[しゃしん]を 見[み]せてください。
時間[じかん];5時間[じかん] 海[うみ]にいました。
大丈夫[だいじょうぶ];大丈夫[だいじょうぶ]ですか。
出来る[できる];駅[えき]の 前[まえ]に 大[おお]きいスーパーが 出来[でき]ました。
大きな[おおきな];大[おお]きな 家[いえ]に 住[す]みたい。
入る[はいる];寒[さむ]いので 中[なか]に 入[はい]ってください。
本[ほん];本[ほん]がある。
日本[にほん];日本[にほん]は 中国[ちゅうごく]に 近[ちか]い。
入れる[いれる];鞄[かばん]に 本[ほん]を 入[い]れます。
方[かた];次[つぎ]の 方[かた]どうぞ。
話す[はなす];母[はは]と 電話[でんわ]で 話[はな]しました。
会う[あう];また 会[あ]いましょう。
仕事[しごと];3月[さんがつ]は 仕事[しごと]が 忙[いそが]しい。
昨日[きのう];昨日[きのう]メアリーが 買[か]ったのは 何[なん]ですか。
聞く[きく];彼女[かのじょ]はラジオを 聞[き]いています。
私[わたくし];私[わたくし]もです！
大切[たいせつ];これは 母[はは]が 大切[たいせつ]にしていた 指輪[ゆびわ]です。
物[もの];フランスではナイフとフォークで 食[た]べるものだ。
大好き[だいすき];私[わたし]は 犬[いぬ]が 大好[だいす]きだ。
一日[いちにち];昨日[きのう]は 一日[いちにち]テストの 勉強[べんきょう]をしていました。
後[あと];仕事[しごと]の 後[あと] 映画[えいが]を 見[み]た。
取る[とる];テストでいい 点[てん]を 取[と]った。
同じ[おなじ];彼[かれ]の 日本語[にほんご]のレベルは 私[わたし]と 同[おな]じくらいだ。
一緒[いっしょ];一緒[いっしょ]に 食事[しょくじ]しようか。
作る[つくる];今[いま] 朝[あさ]ご 飯[はん]を 作[つく]っています。
病気[びょうき];祖父[そふ]が 病気[びょうき]になった。
半分[はんぶん];お 菓子[かし]を 友達[ともだち]に 半分[はんぶん]あげた。
部屋[へや];私[わたし]の 部屋[へや]は2階[にかい]にあります。
先[さき];お 先[さき]にどうぞ。
切る[きる];この 紙[かみ]を 半分[はんぶん]に 切[き]ってください。
間[かん];1時間半[いちじかんはん]かかりますよ。
批判[ひはん];彼[かれ]は 同僚[どうりょう]を 批判[ひはん]した
地平線[ちへいせん];地平線[ちへいせん]に 夕日[ゆうひ]が 沈[しず]む ところ だった の
お昼[おひる];お 昼[ひる]は 家[いえ]に 帰[かえ]ってから 食[た]べるよ。
誠に[まことに];誠[まこと]に ありがとうございます
貢献[こうけん];彼[かれ]はこのプロジェクトに 大[おお]きく 貢献[こうけん]した。
ソファー;この ソファー は 気持[きも]ち が いい
衛星[えいせい];衛星[えいせい]が 打[う]ち 上[あ]げられました ね
欠陥[けっかん];その 製品[せいひん]に 欠陥[けっかん]が 見[み]つかりました
一位[いちい];彼女[かのじょ]はヴァイオリンコンテストで 一位[いちい]になった。
十台[じゅうだい];パソコンを 十台[じゅうだい] 注文[ちゅうもん]しました。
末[すえ];長[なが]い 話[はな]し 合[あ]い の 末[すえ] やっと 同意[どうい]に 至[いた]った
ばったり;知[し]り 合[あ]いとばったり 道[みち]で 会[あ]った。
泳ぎ[およぎ];マイケルは 魚[さかな]よりも 泳[およ]ぎが 上手[じょうず]です。
二番[にばん];期末[きまつ] 試験[しけん]で、学年[がくねん]で 二番[にばん]になりました。
製造[せいぞう];この 工場[こうじょう]ではエアコンを 製造[せいぞう]しています。
今日は[こんにちは];今日[きょう]は、疲[つか]れ 切[き]って 帰宅[きたく]しました。
答案[とうあん];いま から 答案[とうあん]を 集[あつ]めます
ぐっすり;赤[あか]ちゃん が ぐっすり 寝[ね]て いる
駐車[ちゅうしゃ];車[くるま]は ここ に 駐車[ちゅうしゃ]して ください
応じる[おうじる];私[わたし]は 彼[かれ]の 要望[ようぼう]に 応[おう]じました
アイロン;彼女[かのじょ]は シャツ に アイロン を かけた
昇る[のぼる];太陽[たいよう]は 東[ひがし]から 昇[のぼ]ります
克服[こくふく];困難[こんなん]を 克服[こくふく]して 成功[せいこう]を 収[おさ]めた
ざっと;テスト 前[まえ]に 教科書[きょうかしょ]をざっと 復習[ふくしゅう]した。
熱帯[ねったい];店[みせ]に 熱帯[ねったい]の 果物[くだもの]が 並[なら]んで います よ
石炭[せきたん];小屋[こや]に 石炭[せきたん]の 山[やま]が あります
度[ど];今朝[けさ]の 体温[たいおん]は36度[ど]でした。
少しも[すこしも];あなた は 少[すこ]しも 悪[わる]く ない
名[な];彼[かれ]は 名[な]の 通[とお]った 会社[かいしゃ]に 就職[しゅうしょく]しました
奨学金[しょうがくきん];彼女[かのじょ]は 奨学金[しょうがくきん]で 大学[だいがく]に 行[い]きました
眺める[ながめる];猫[ねこ]が 窓[まど]から 外[そと]を 眺[なが]めて いる よ
検討[けんとう];今[いま]、家[いえ]を 買[か]うか 検討[けんとう]中[ちゅう]です。
ジェット機[ジェットき];ジェット機[ジェットき]が 飛[と]んで いる
温暖[おんだん];この 地方[ちほう]は 温暖[おんだん]で 暮[く]らし やすい な
頃[ごろ];小[ちい]さい 頃[ごろ]、うちの 壁[かべ]にはお 手伝[てつだ]い 表[ひょう]が 貼[は]ってありました。
湾[わん];東京湾[とうきょうわん]は 重要[じゅうよう]な 役割[やくわり]を 果[は]たして いる
小包[こづつみ];フランス の 友達[ともだち]から 小包[こづつみ]が 届[とど]いた
居る[おる];母[はは]は いま うち に おりません
刑事[けいじ];刑事[けいじ]が 現場[げんば]を 調[しら]べて いる わ
所為[せい];それは 実際[じっさい] 君[きみ]の 所為[せい]である。
ペンキ;床[ゆか]に ペンキ を こぼして しまいました
闘う[たたかう];彼[かれ]は 病気[びょうき]と 闘[たたか]った の
身[み];旅行中[りょこうちゅう]は 身[み]の 安全[あんぜん]が 第一[だいいち]です
一例[いちれい];これはほんの 一例[いちれい]にすぎません。
延ばす[のばす];出発[しゅっぱつ]を 一週間[いっしゅうかん] 延[の]ばした の
会[かい];会[かい]は 午後[ごご] 九時[くじ]に 終[お]わりました
間[ま];彼[かれ]は 少[すこ]し 間[ま]を 置[お]いて から 返事[へんじ]した
地[ち];彼[かれ]は その 地[ち]で 残[のこ]り の 生涯[しょうがい]を 過[す]ごした ん だ
何時でも[いつでも];いつでもうちに 来[き]てください。
勘定[かんじょう];お 勘定[かんじょう]を して ください
日本[にっぽん];日本[にっぽん]では 米[こめ]が、ヨーロッパではワインが 余[あま]っている。
実[み];庭[にわ]の 木[き]が 赤[あか]い 実[み]を 付[つ]けた
年寄[としより];あの 村[むら]にはお 年寄[としよ]りがたくさん 住[す]んでいます。
喋り[しゃべり];妹[いもうと]は とても おしゃべり です
喋る[しゃべる];いつも 誰[だれ]かが 喋[しゃべ]っている。
渋滞[じゅうたい];この 国道[こくどう]は よく 渋滞[じゅうたい]します
量る[はかる];秤[はかり]で 小麦粉[こむぎこ]の 分量[ぶんりょう]を 量[はか]った よ
納める[おさめる];自動車税[じどうしゃぜい]を 納[おさ]めた よ
市場[いちば];市場[いちば]で 新鮮[しんせん]な 魚[さかな]を 買[か]って きました
ヨット;ヨット で クルージング を 楽[たの]しみました わ
保障[ほしょう];私[わたし]が あなた の 安全[あんぜん]を 保障[ほしょう]します
何処か[どこか];どこかに 電話[でんわ]はありませんか。
微笑む[ほほえむ];彼女[かのじょ]は 私[わたし]に 微笑[ほほえ]んだ よ
典型[てんけい];彼[かれ]は 職人[しょくにん]の 典型[てんけい]です
需要[じゅよう];需要[じゅよう]が 多[おお]過[す]ぎて 生産[せいさん]が 追[お]い 付[つ]きません。
掲示[けいじ];大会[たいかい]の スローガン を 掲示[けいじ]した よ
罰する[ばっする];彼[かれ]は 違法[いほう] 駐車[ちゅうしゃ]で 罰[ばっ]せられた ん だ
正に[まさに];彼[かれ]は 正[まさ]に 英雄[えいゆう]ね
月[げつ];彼[かれ]らは 来週[らいしゅう]の 月曜日[げつようび]にボンベに 向[む]けて 船出[ふなで]する。
何時までも[いつまでも];いつまでもあなたを 忘[わす]れません。
停留所[ていりゅうじょ];バス の 停留所[ていりゅうじょ]で 十分[じゅっぷん] 待[ま]ちました
下[げ];彼女[かのじょ]の 成績[せいせき]は 上[じょう]の 下[げ]です
論じる[ろんじる];仲間[なかま]と 地球[ちきゅう]の 未来[みらい]に ついて 論[ろん]じた の
怠ける[なまける];怠[なま]けて いない で 手伝[てつだ]って
日曜大工[にちようだいく];彼[かれ]は日曜大工[にちようだいく]で家具[かぐ]を作[つく]りました。
憲法[けんぽう];憲法[けんぽう]を改正[かいせい]することは難[むずか]しいわね
批評[ひひょう];その映画[えいが]は良[よ]い批評[ひひょう]を得[え]ているんだ
十五日[じゅうごにち];人[ひと]の噂[うわさ]も七十五日[しちじゅうごにち]。
傷[きず];足[あし]の傷[きず]が痛[いた]みます。
後[ご];私達[わたしたち]は明日[あした]の午後[ごご]また公園[こうえん]で会[あ]う事[こと]になっている。
役[やく];彼女[かのじょ]は弁護士[べんごし]の役[やく]を演[えん]じているんだ
彼方此方[あちこち];私達[わたしたち]は朝[あさ]から彼方此方[あちこち]散歩[さんぽ]しました
語[ご];私[わたし]はフランス語[ご]が読[よ]めないし、話[はな]すこともまたできない。
済みません[すみません];済[す]みません、電話[でんわ]に出[で]て下[くだ]さい。
何故なら[なぜなら];彼[かれ]が変[へん]な人[ひと]だと分[わ]かっていました。何故[なぜ]ならみんなあの人[ひと]には気[き]をつけろと言[い]っていたからです。
お喋り[おしゃべり];女[おんな]の子[こ]のお喋[しゃべ]りは止[と]められない。
文[ぶん];この文[ぶん]は意味[いみ]が分[わ]かりません
何時か[いつか];搭乗開始[とうじょうかいし]は何時[なんじ]からですか？
逮捕[たいほ];逃[に]げていた犯人[はんにん]が逮捕[たいほ]されました
裁判[さいばん];裁判[さいばん]の様子[ようす]はテレビで中継[ちゅうけい]されたわよ
十二日[じゅうににち];1998年[せんきゅうひゃくきゅうじゅうはちねん]6月[ろくがつ]12日[じゅうににち]以来[いらい]、カイリー・ミノーグを信[しん]じる。
詰まり[つまり];詰[つ]まりあなたは何[なに]も知[し]らないのですね
偶々[たまたま];道[みち]で偶々[たまたま]友達[ともだち]に会[あ]った
三十日[さんじゅうにち];彼[かれ]は三十日[さんじゅうにち]で太平洋[たいへいよう]を渡[わた]った。
十一日[じゅういちにち];3月[さんがつ]11日[じゅういちにち]に未曾有[みぞう]の大震災[だいしんさい]が発生[はっせい]した。
他[た];留学生[りゅうがくせい]はアジア人[あじあじん]が多[おお]くその他[そのた]は三割[さんわり]です
に取って[にとって];この証拠[しょうこ]は彼[かれ]に取[と]って不利[ふり]だった。
苛々[いらいら];彼女[かのじょ]は朝[あさ]から苛々[いらいら]している。
三十一日[さんじゅういちにち];8月[はちがつ]は31日[さんじゅういちにち]あります。
二十一日[にじゅういちにち];3月[さんがつ]21日[にじゅういちにち]は国際人種差別撤廃[こくさいじんしゅさべつてっぱい]デーです。
態と[わざと];彼[かれ]は態[わざ]と負[ま]けたように見[み]えたな
田[た];今[いま]は田[た]に水[みず]を入[い]れる季節[きせつ]です
二十五日[にじゅうごにち];僕[ぼく]は一月[いちがつ]の二十五日[にじゅうごにち]までに図書館[としょかん]の本[ほん]を返却[へんきゃく]しなければならない。
十三日[じゅうさんにち];今日[きょう]は、二千十六年[にせんじゅうろくねん]十一月二十三日[じゅういちがつにじゅうさんにち]です。
差[さ];都心[としん]と地方[ちほう]では収入[しゅうにゅう]に大[おお]きな差[さ]があるね
場[ば];人[ひと]によって禁煙[きんえん]すると体重[たいじゅう]が増[ふ]える場合[ばあい]がある。
どうも有難うございます[どうもありがとうございます];親切[しんせつ]にしてくださってどうも有難[ありがとう]ございます。
従兄弟[いとこ];私[わたし]には弁護士[べんごし]のいとこがいる。
十六日[じゅうろくにち];選挙[せんきょ]は5月[ごがつ]16日[じゅうろくにち]に行[おこな]われた。
十八日[じゅうはちにち];訪問客[ほうもんきゃく]は18日[じゅうはちにち]に来[き]て、20日[はつか]に発[た]つことになっている。
如何しても[どうしても];如何[どう]してもその訳[わけ]を知[し]りたい
祭[まつり];祭[まつり]の屋台[やたい]で売[う]ってるりんごあめが好[す]きなんです。
野[の];兎[うさぎ]が野原[のはら]にいる。
上[じょう];地図上[ちずじょう]の赤丸[あかまる]は学校[がっこう]がある場所[ばしょ]を示[しめ]している。
場[じょう];この型[かた]のテレビならあまり場所[ばしょ]をとらないでしょう。
ウィスキー;このウィスキーは強[つよ]いよ
訳[やく];その文[ぶん]の訳[やく]を読[よ]みました
十九日[じゅうきゅうにち];二月二十九日[にがつにじゅうきゅうにち]
二十三日[にじゅうさんにち];今日[きょう]は、二千十六年[にせんじゅうろくねん]十一月二十三日[じゅういちがつにじゅうさんにち]です。
お目出度う[おめでとう];彼[かれ]らは先輩[せんぱい]に昇進[しょうしん]おめでとうと言[い]った。
二十八日[にじゅうはちにち];2月[にがつ]は28日[にじゅうはちにち]しかない。
即ち[すなわち];彼[かれ]は私[わたし]の母[はは]の弟[おとうと]の息子[むすこ]、すなわち従兄弟[いとこ]です。
審判[しんぱん];審判[しんぱん]の判定[はんてい]は間違[まちが]っていた
二十二日[にじゅうににち];私[わたし]の誕生日[たんじょうび]は3月[さんがつ]22日[にじゅうににち]です。
二十七日[にじゅうしちにち];2月[にがつ]27日[にじゅうしちにち]は一日中[いちにちじゅう]フリーよ。
案[あん];もっと案[あん]を出[だ]し合[あ]いましょう
二十九日[にじゅうきゅうにち];トムは、2月[にがつ]29日[にじゅうきゅうにち]に生[う]まれました。
ひと言よろしいでしょうか[ひとことよろしいでしょうか];ひと言[ひとこと]よろしいでしょうか
あ、行けない[あ、いけない];勉強[べんきょう]を怠[なま]けてはいけないよ
二十六日[にじゅうろくにち];昨日[きのう]は2010年[にせんじゅうねん]1月26日[いちがつにじゅうろくにち]火曜日[かようび]だった。
観光案内[かんこうあんない];観光案内所[かんこうあんないじょ]はどこですか？
或いは[あるいは];運動[うんどう]をさせるか或[ある]いは餌[えさ]を減[へ]らしてください。
妙[みょう];妙[みょう]な噂[うわさ]を耳[みみ]にした。
十七日[じゅうしちにち];この年[とし]の正月[しょうがつ]は十四日[じゅうよっか]から十七日[じゅうしちにち]まで四日間[よっかかん]の雪[ゆき]を見[み]た。
遂に[ついに];彼[かれ]は遂[つい]に弁護士[べんごし]の資格[しかく]を取[と]ったよ
所で[ところで];「所[ところ]でよ、そのおめーのお父[とう]さんはどこにいんのさ？」「横転[おうてん]したトラックの下[した]なんよ。」
の方[のほう];彼[かれ]は海[うみ]の方[ほう]を向[む]いた。
御[ご];北海道[ほっかいどう]の御出身[ごしゅっしん]ですよね。
仕舞った[しまった];彼女[かのじょ]はタオルをきれいにたたみ、それを物入[ものい]れに仕舞[しま]った。
一度に[いちどに];みんなの顔[かお]と名前[なまえ]を一度[いちど]には覚[おぼ]えられません
丸で[まるで];彼[かれ]は丸[まる]で子供[こども]のようにはしゃいだよ
影[かげ];窓[まど]に男性[だんせい]の影[かげ]が映[うつ]っています
数百人[すうひゃくにん];広場[ひろば]には数百人[すうひゃくにん]の人[ひと]がいた。
所が[ところが];所[ところ]が計画[けいかく]は上手[うま]くいかなかった。
気を悪く[きをわるく];お気[き]を悪[わる]くしたのではないですか。
有り難う[ありがとう];有[あ]り難[がとう]う、どうぞ頼[たの]みます。
穴[あな];靴下[くつした]に穴[あな]が開[あ]いている
確か、~たと思う[たしか~たとおもう];君[きみ]に本[ほん]を貸[か]さなかったかね。確[たし]かに貸[か]したと思[おも]うのだが。
